ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,65.8,121,1.9,63.9
AL-003,Baldwin County,Alabama,68.4,121,1.6,66.8
AL-005,Barbour County,Alabama,65.9,120,1.1,64.8
AL-007,Bibb County,Alabama,64,120,1.2,62.7
AL-009,Blount County,Alabama,62.6,121,2,60.6
AL-011,Bullock County,Alabama,65.6,121,1.5,64.1
AL-013,Butler County,Alabama,66.4,122,1.8,64.6
AL-015,Calhoun County,Alabama,62.9,121,2,60.9
AL-017,Chambers County,Alabama,63,121,1.5,61.5
AL-019,Cherokee County,Alabama,62.2,121,1.6,60.6
AL-021,Chilton County,Alabama,64.2,124,1.5,62.7
AL-023,Choctaw County,Alabama,66,121,1.5,64.5
AL-025,Clarke County,Alabama,66.5,121,1.7,64.8
AL-027,Clay County,Alabama,62.3,121,1.6,60.7
AL-029,Cleburne County,Alabama,62,121,2.1,59.9
AL-031,Coffee County,Alabama,66.9,121,1.5,65.4
AL-033,Colbert County,Alabama,61.7,121,1.8,59.9
AL-035,Conecuh County,Alabama,67.2,122,1.8,65.4
AL-037,Coosa County,Alabama,63.7,121,1.5,62.3
AL-039,Covington County,Alabama,67.1,121,1.6,65.6
AL-041,Crenshaw County,Alabama,66,121,1.6,64.4
AL-043,Cullman County,Alabama,62.1,121,1.8,60.3
AL-045,Dale County,Alabama,67.1,121,1.4,65.7
AL-047,Dallas County,Alabama,66.1,121,1.8,64.3
AL-049,DeKalb County,Alabama,60.4,116,1.1,59.3
AL-051,Elmore County,Alabama,65.4,121,1.7,63.7
AL-053,Escambia County,Alabama,67.6,122,1.7,66
AL-055,Etowah County,Alabama,62.6,121,1.7,60.8
AL-057,Fayette County,Alabama,63.3,120,1.3,62
AL-059,Franklin County,Alabama,61.5,121,1.6,59.9
AL-061,Geneva County,Alabama,67.6,121,1.6,66.1
AL-063,Greene County,Alabama,64.6,108,0.8,63.8
AL-065,Hale County,Alabama,64.5,112,0.8,63.7
AL-067,Henry County,Alabama,67,121,1.4,65.7
AL-069,Houston County,Alabama,68,121,1.5,66.5
AL-071,Jackson County,Alabama,60.6,118,1.2,59.4
AL-073,Jefferson County,Alabama,63.6,121,1.8,61.8
AL-075,Lamar County,Alabama,63.4,119,1.4,62.1
AL-077,Lauderdale County,Alabama,61.2,121,1.7,59.5
AL-079,Lawrence County,Alabama,61.2,121,1.1,60.1
AL-081,Lee County,Alabama,64.1,120,1.2,63
AL-083,Limestone County,Alabama,61.1,120,1.3,59.8
AL-085,Lowndes County,Alabama,66.5,121,2,64.6
AL-087,Macon County,Alabama,65.3,121,1.3,64
AL-089,Madison County,Alabama,61.3,120,1.3,59.9
AL-091,Marengo County,Alabama,65.4,121,1.1,64.3
AL-093,Marion County,Alabama,62.1,121,1.3,60.7
AL-095,Marshall County,Alabama,61.9,121,1.5,60.3
AL-097,Mobile County,Alabama,68.3,121,1.8,66.4
AL-099,Monroe County,Alabama,67.2,122,2.1,65.1
AL-101,Montgomery County,Alabama,66.5,121,2.1,64.4
AL-103,Morgan County,Alabama,61.7,121,1.5,60.2
AL-105,Perry County,Alabama,64.8,121,1.2,63.6
AL-107,Pickens County,Alabama,64.3,119,1.3,63.1
AL-109,Pike County,Alabama,66,121,1.3,64.6
AL-111,Randolph County,Alabama,62.3,121,1.9,60.5
AL-113,Russell County,Alabama,65.2,120,1.1,64.2
AL-115,St. Clair County,Alabama,63,121,1.9,61.1
AL-117,Shelby County,Alabama,63.6,120,1.6,62
AL-119,Sumter County,Alabama,65.1,121,1.1,64
AL-121,Talladega County,Alabama,63.4,121,1.6,61.8
AL-123,Tallapoosa County,Alabama,63.4,120,1.3,62.1
AL-125,Tuscaloosa County,Alabama,64.1,114,1.1,63
AL-127,Walker County,Alabama,63,120,1.4,61.6
AL-129,Washington County,Alabama,66.8,121,1.5,65.3
AL-131,Wilcox County,Alabama,66.4,121,1.7,64.7
AL-133,Winston County,Alabama,61.3,121,1.1,60.2
AZ-001,Apache County,Arizona,51.7,119,2,49.7
AZ-003,Cochise County,Arizona,62.2,118,1.9,60.3
AZ-005,Coconino County,Arizona,54.2,121,2.5,51.7
AZ-007,Gila County,Arizona,61.1,118,2.7,58.5
AZ-009,Graham County,Arizona,62.4,119,2.2,60.2
AZ-011,Greenlee County,Arizona,58.1,120,2.3,55.7
AZ-012,La Paz County,Arizona,72.7,118,2.4,70.3
AZ-013,Maricopa County,Arizona,71.8,118,2.7,69.1
AZ-015,Mohave County,Arizona,63.7,118,2.3,61.4
AZ-017,Navajo County,Arizona,53.3,119,2.2,51.1
AZ-019,Pima County,Arizona,68.8,118,2.3,66.5
AZ-021,Pinal County,Arizona,70,118,2.4,67.6
AZ-023,Santa Cruz County,Arizona,61.5,112,1.6,59.9
AZ-025,Yavapai County,Arizona,60.8,119,2.6,58.2
AZ-027,Yuma County,Arizona,73.6,118,2.7,70.9
AR-001,Arkansas County,Arkansas,63.1,115,1,62.1
AR-003,Ashley County,Arkansas,64.7,121,1.6,63.1
AR-005,Baxter County,Arkansas,58,106,0.9,57.1
AR-007,Benton County,Arkansas,58.4,114,1.1,57.3
AR-009,Boone County,Arkansas,57.7,112,0.9,56.8
AR-011,Bradley County,Arkansas,64,121,1.3,62.7
AR-013,Calhoun County,Arkansas,63.3,97,0.6,62.7
AR-015,Carroll County,Arkansas,57.7,106,0.8,56.9
AR-017,Chicot County,Arkansas,64.4,111,0.9,63.5
AR-019,Clark County,Arkansas,62.5,77,0.4,62.1
AR-021,Clay County,Arkansas,59.5,107,0.8,58.7
AR-023,Cleburne County,Arkansas,59.7,97,0.9,58.8
AR-025,Cleveland County,Arkansas,62.8,91,0.5,62.3
AR-027,Columbia County,Arkansas,63.7,81,0.4,63.3
AR-029,Conway County,Arkansas,60.9,101,0.7,60.2
AR-031,Craighead County,Arkansas,60.4,107,0.9,59.4
AR-033,Crawford County,Arkansas,60.3,111,1,59.3
AR-035,Crittenden County,Arkansas,62.2,107,1,61.2
AR-037,Cross County,Arkansas,61.6,104,0.8,60.8
AR-039,Dallas County,Arkansas,62.5,71,0.2,62.2
AR-041,Desha County,Arkansas,63.4,99,0.7,62.7
AR-043,Drew County,Arkansas,63.8,116,1.1,62.7
AR-045,Faulkner County,Arkansas,61,82,0.5,60.5
AR-047,Franklin County,Arkansas,60,100,0.8,59.2
AR-049,Fulton County,Arkansas,58.1,120,1.5,56.5
AR-051,Garland County,Arkansas,61.6,105,0.9,60.8
AR-053,Grant County,Arkansas,62.4,78,0.3,62
AR-055,Greene County,Arkansas,59.8,109,0.9,59
AR-057,Hempstead County,Arkansas,63,89,0.4,62.5
AR-059,Hot Spring County,Arkansas,62.2,88,0.5,61.7
AR-061,Howard County,Arkansas,61.9,95,0.7,61.2
AR-063,Independence County,Arkansas,59.5,95,0.8,58.7
AR-065,Izard County,Arkansas,58.2,97,0.8,57.4
AR-067,Jackson County,Arkansas,60.2,92,0.7,59.5
AR-069,Jefferson County,Arkansas,62.6,83,0.5,62.1
AR-071,Johnson County,Arkansas,59.3,102,0.7,58.6
AR-073,Lafayette County,Arkansas,64.3,111,0.8,63.5
AR-075,Lawrence County,Arkansas,59.4,99,0.7,58.7
AR-077,Lee County,Arkansas,62.6,115,1,61.5
AR-079,Lincoln County,Arkansas,63.2,105,0.8,62.4
AR-081,Little River County,Arkansas,63.8,121,1.2,62.6
AR-083,Logan County,Arkansas,60.8,95,0.6,60.1
AR-085,Lonoke County,Arkansas,62.1,91,0.6,61.5
AR-087,Madison County,Arkansas,57.4,113,0.9,56.4
AR-089,Marion County,Arkansas,58,112,0.9,57.1
AR-091,Miller County,Arkansas,64.6,121,1.1,63.5
AR-093,Mississippi County,Arkansas,61.1,112,1,60.1
AR-095,Monroe County,Arkansas,62.7,117,1,61.6
AR-097,Montgomery County,Arkansas,61.1,114,1,60.1
AR-099,Nevada County,Arkansas,62.9,68,0.2,62.7
AR-101,Newton County,Arkansas,57.1,103,0.7,56.4
AR-103,Ouachita County,Arkansas,63,58,0,63
AR-105,Perry County,Arkansas,61.4,94,0.7,60.7
AR-107,Phillips County,Arkansas,63,116,1.1,61.9
AR-109,Pike County,Arkansas,61.6,81,0.5,61.2
AR-111,Poinsett County,Arkansas,60.9,97,0.9,60.1
AR-113,Polk County,Arkansas,60.3,112,1,59.3
AR-115,Pope County,Arkansas,59.7,99,0.7,59.1
AR-117,Prairie County,Arkansas,62.3,103,0.7,61.5
AR-119,Pulaski County,Arkansas,61.8,74,0.4,61.4
AR-121,Randolph County,Arkansas,59,114,1,58
AR-123,St. Francis County,Arkansas,62.2,109,0.9,61.2
AR-125,Saline County,Arkansas,61.7,91,0.5,61.2
AR-127,Scott County,Arkansas,60.6,103,0.9,59.7
AR-129,Searcy County,Arkansas,57.6,90,0.6,57
AR-131,Sebastian County,Arkansas,61.4,109,1.1,60.3
AR-133,Sevier County,Arkansas,62.9,121,1.2,61.6
AR-135,Sharp County,Arkansas,58.4,109,1,57.4
AR-137,Stone County,Arkansas,58.3,93,0.7,57.6
AR-139,Union County,Arkansas,64.3,116,1,63.2
AR-141,Van Buren County,Arkansas,58.8,95,0.6,58.2
AR-143,Washington County,Arkansas,58.3,113,1,57.3
AR-145,White County,Arkansas,61.2,108,0.9,60.3
AR-147,Woodruff County,Arkansas,61.4,91,0.6,60.8
AR-149,Yell County,Arkansas,61.2,94,0.7,60.5
CA-001,Alameda County,California,60.4,122,2.5,57.9
CA-003,Alpine County,California,45.5,121,2.3,43.3
CA-005,Amador County,California,59.6,122,2.3,57.2
CA-007,Butte County,California,61.5,124,2.7,58.8
CA-009,Calaveras County,California,60,122,2.3,57.6
CA-011,Colusa County,California,62.8,121,2.4,60.4
CA-013,Contra Costa County,California,61.5,122,2.7,58.8
CA-015,Del Norte County,California,52.8,119,2,50.8
CA-017,El Dorado County,California,55.4,121,2.1,53.3
CA-019,Fresno County,California,57.2,121,2.8,54.4
CA-021,Glenn County,California,61.7,122,2.4,59.3
CA-023,Humboldt County,California,54.8,117,1.9,52.9
CA-025,Imperial County,California,75,118,2.8,72.2
CA-027,Inyo County,California,62.1,120,2.6,59.5
CA-029,Kern County,California,63.2,120,2.7,60.5
CA-031,Kings County,California,65.1,118,2.6,62.5
CA-033,Lake County,California,58.6,121,2.3,56.3
CA-035,Lassen County,California,48.2,120,2.1,46.1
CA-037,Los Angeles County,California,63,118,3.1,59.8
CA-039,Madera County,California,57.7,121,2.5,55.1
CA-041,Marin County,California,57.1,118,2.3,54.8
CA-043,Mariposa County,California,56.7,121,2.2,54.5
CA-045,Mendocino County,California,56.6,118,1.8,54.8
CA-047,Merced County,California,63.4,119,2.4,61
CA-049,Modoc County,California,48.3,121,2.8,45.5
CA-051,Mono County,California,45.7,121,2.4,43.2
CA-053,Monterey County,California,59.8,118,2.6,57.2
CA-055,Napa County,California,60.7,121,2.6,58.2
CA-057,Nevada County,California,53.7,121,1.9,51.7
CA-059,Orange County,California,65.3,119,3,62.3
CA-061,Placer County,California,55.1,121,2,53
CA-063,Plumas County,California,48.6,121,1.8,46.8
CA-065,Riverside County,California,69.6,118,2.9,66.8
CA-067,Sacramento County,California,63.4,121,2.3,61.1
CA-069,San Benito County,California,60.2,120,2.9,57.4
CA-071,San Bernardino County,California,67.7,118,2.7,65
CA-073,San Diego County,California,64.1,118,2.9,61.2
CA-075,San Francisco County,California,57.9,118,2.1,55.7
CA-077,San Joaquin County,California,63.7,124,2.9,60.7
CA-079,San Luis Obispo County,California,60.8,118,2.8,58
CA-081,San Mateo County,California,57.8,118,2.5,55.4
CA-083,Santa Barbara County,California,59.7,118,3.1,56.6
CA-085,Santa Clara County,California,59.6,119,2.8,56.9
CA-087,Santa Cruz County,California,58.6,118,3,55.6
CA-089,Shasta County,California,56.7,122,2.4,54.3
CA-091,Sierra County,California,48.5,121,2.1,46.4
CA-093,Siskiyou County,California,50.3,121,2.5,47.8
CA-095,Solano County,California,62.1,121,2.4,59.7
CA-097,Sonoma County,California,58.2,118,2.1,56.1
CA-099,Stanislaus County,California,62.8,119,2.5,60.4
CA-101,Sutter County,California,64.1,118,2.3,61.8
CA-103,Tehama County,California,60.2,122,2.3,57.9
CA-105,Trinity County,California,53.9,120,2.4,51.5
CA-107,Tulare County,California,55.7,121,2.5,53.2
CA-109,Tuolumne County,California,51.6,120,2,49.6
CA-111,Ventura County,California,59.2,117,3.2,56
CA-113,Yolo County,California,63.1,121,2.2,60.9
CA-115,Yuba County,California,62.2,122,2.4,59.8
CO-001,Adams County,Colorado,50.4,119,1.9,48.5
CO-003,Alamosa County,Colorado,44.3,120,2.5,41.8
CO-005,Arapahoe County,Colorado,49.9,118,1.8,48.2
CO-007,Archuleta County,Colorado,45,120,2.4,42.6
CO-009,Baca County,Colorado,54.2,100,1,53.1
CO-011,Bent County,Colorado,54.3,108,1.6,52.7
CO-013,Boulder County,Colorado,45.6,118,1.8,43.8
CO-014,Broomfield County,Colorado,51.4,116,1.8,49.6
CO-015,Chaffee County,Colorado,38.8,117,1.5,37.4
CO-017,Cheyenne County,Colorado,52,109,1.6,50.5
CO-019,Clear Creek County,Colorado,38.2,118,1.8,36.4
CO-021,Conejos County,Colorado,41.6,120,2.3,39.3
CO-023,Costilla County,Colorado,43.6,120,2.7,40.9
CO-025,Crowley County,Colorado,52.7,112,1.9,50.8
CO-027,Custer County,Colorado,42.5,119,1.8,40.6
CO-029,Delta County,Colorado,48,120,3,45
CO-031,Denver County,Colorado,51.5,118,1.9,49.6
CO-033,Dolores County,Colorado,44.6,120,2.9,41.7
CO-035,Douglas County,Colorado,47.7,112,1.3,46.4
CO-037,Eagle County,Colorado,40.3,118,1.9,38.4
CO-039,Elbert County,Colorado,48.6,122,1.9,46.7
CO-041,El Paso County,Colorado,49,120,2,47
CO-043,Fremont County,Colorado,46.1,110,1.2,44.9
CO-045,Garfield County,Colorado,44.5,119,2.5,42
CO-047,Gilpin County,Colorado,40.2,117,1.6,38.6
CO-049,Grand County,Colorado,38.1,118,1.8,36.3
CO-051,Gunnison County,Colorado,39.2,118,2.2,37.1
CO-053,Hinsdale County,Colorado,37.4,120,3.1,34.3
CO-055,Huerfano County,Colorado,48.2,120,2.2,46
CO-057,Jackson County,Colorado,37.4,112,1.8,35.6
CO-059,Jefferson County,Colorado,46.8,110,1.3,45.5
CO-061,Kiowa County,Colorado,52.9,101,1.3,51.6
CO-063,Kit Carson County,Colorado,51.9,119,2,49.9
CO-065,Lake County,Colorado,35.3,117,1.6,33.8
CO-067,La Plata County,Colorado,46.3,120,2.8,43.4
CO-069,Larimer County,Colorado,43.1,117,2.3,40.8
CO-071,Las Animas County,Colorado,52.2,119,1.9,50.3
CO-073,Lincoln County,Colorado,50.6,117,1.8,48.8
CO-075,Logan County,Colorado,50.2,105,1.4,48.8
CO-077,Mesa County,Colorado,48.7,120,3.2,45.5
CO-079,Mineral County,Colorado,38.1,120,2.8,35.3
CO-081,Moffat County,Colorado,44.8,114,2.5,42.3
CO-083,Montezuma County,Colorado,50,120,2.7,47.3
CO-085,Montrose County,Colorado,48.9,120,3.3,45.6
CO-087,Morgan County,Colorado,50.4,116,2.6,47.8
CO-089,Otero County,Colorado,54.1,111,1.7,52.3
CO-091,Ouray County,Colorado,42.9,120,3.3,39.6
CO-093,Park County,Colorado,38.9,114,1.2,37.7
CO-095,Phillips County,Colorado,50.5,107,1.6,48.9
CO-097,Pitkin County,Colorado,38.8,119,2,36.8
CO-099,Prowers County,Colorado,54.2,101,1.2,53
CO-101,Pueblo County,Colorado,53.2,117,1.9,51.3
CO-103,Rio Blanco County,Colorado,45.2,117,2.6,42.6
CO-105,Rio Grande County,Colorado,41.2,120,2.8,38.4
CO-107,Routt County,Colorado,40.8,118,2.3,38.5
CO-109,Saguache County,Colorado,40.2,119,1.7,38.4
CO-111,San Juan County,Colorado,36.6,120,3.3,33.3
CO-113,San Miguel County,Colorado,46.1,120,3.1,43
CO-115,Sedgwick County,Colorado,50.1,96,1.1,49
CO-117,Summit County,Colorado,36.6,118,1.9,34.7
CO-119,Teller County,Colorado,40.9,114,1.3,39.6
CO-121,Washington County,Colorado,50.5,110,1.9,48.6
CO-123,Weld County,Colorado,49.3,110,1.9,47.4
CO-125,Yuma County,Colorado,51.6,108,1.9,49.7
CT-001,Fairfield County,Connecticut,52.5,124,3.3,49.2
CT-003,Hartford County,Connecticut,51.2,124,2.9,48.3
CT-005,Litchfield County,Connecticut,48.8,124,2.8,46
CT-007,Middlesex County,Connecticut,51.8,123,2.9,48.8
CT-009,New Haven County,Connecticut,51.7,122,2.8,48.9
CT-011,New London County,Connecticut,51.8,123,3.2,48.6
CT-013,Tolland County,Connecticut,50.3,123,2.9,47.4
CT-015,Windham County,Connecticut,50.5,124,2.9,47.5
DE-001,Kent County,Delaware,57,122,3,54
DE-003,New Castle County,Delaware,56,122,2.8,53.2
DE-005,Sussex County,Delaware,58.1,122,3.4,54.7
FL-001,Alachua County,Florida,70.9,121,2.2,68.7
FL-003,Baker County,Florida,69.4,120,2,67.4
FL-005,Bay County,Florida,69.8,121,2.4,67.4
FL-007,Bradford County,Florida,70.3,121,2.1,68.2
FL-009,Brevard County,Florida,74.1,124,2.5,71.6
FL-011,Broward County,Florida,77,123,3,74
FL-013,Calhoun County,Florida,69.1,121,2.3,66.8
FL-015,Charlotte County,Florida,75.4,122,2.6,72.8
FL-017,Citrus County,Florida,72.5,124,2.7,69.7
FL-019,Clay County,Florida,71.1,121,2.8,68.4
FL-021,Collier County,Florida,76.3,124,2.4,73.9
FL-023,Columbia County,Florida,69.2,121,1.6,67.6
FL-027,DeSoto County,Florida,74.4,121,2.4,72
FL-029,Dixie County,Florida,70.6,121,2.5,68.1
FL-031,Duval County,Florida,70.8,121,2.9,67.9
FL-033,Escambia County,Florida,68.6,121,1.6,67
FL-035,Flagler County,Florida,72.6,124,3.2,69.4
FL-037,Franklin County,Florida,69.8,120,2.1,67.7
FL-039,Gadsden County,Florida,68.7,121,2,66.7
FL-041,Gilchrist County,Florida,70.4,121,2.4,68.1
FL-043,Glades County,Florida,75,119,2.5,72.5
FL-045,Gulf County,Florida,69.7,121,2.5,67.3
FL-047,Hamilton County,Florida,68.6,121,1.5,67.1
FL-049,Hardee County,Florida,74.3,123,2.7,71.6
FL-051,Hendry County,Florida,75.5,119,2.4,73.1
FL-053,Hernando County,Florida,73.2,124,3.1,70
FL-055,Highlands County,Florida,74.5,121,2.6,71.9
FL-057,Hillsborough County,Florida,74.5,124,3.3,71.2
FL-059,Holmes County,Florida,68.1,121,1.6,66.4
FL-061,Indian River County,Florida,74.3,121,2.7,71.7
FL-063,Jackson County,Florida,68.6,121,1.7,67
FL-065,Jefferson County,Florida,69.2,121,2.2,67
FL-067,Lafayette County,Florida,69.7,121,2.2,67.6
FL-069,Lake County,Florida,73.4,123,3,70.4
FL-071,Lee County,Florida,76.1,124,2.8,73.4
FL-073,Leon County,Florida,69.1,121,2.1,67
FL-075,Levy County,Florida,71.7,121,3,68.7
FL-077,Liberty County,Florida,69.2,121,2.3,66.9
FL-079,Madison County,Florida,69,121,2.1,66.9
FL-081,Manatee County,Florida,74.3,123,2.6,71.7
FL-083,Marion County,Florida,72.1,122,2.6,69.5
FL-085,Martin County,Florida,76.1,121,3.3,72.8
FL-086,Miami-Dade County,Florida,77.5,123,3.2,74.3
FL-087,Monroe County,Florida,77.9,123,3,74.9
FL-089,Nassau County,Florida,69.9,121,2.6,67.3
FL-091,Okaloosa County,Florida,68.5,122,1.8,66.6
FL-093,Okeechobee County,Florida,74.7,121,2.7,72
FL-095,Orange County,Florida,74.2,124,2.9,71.3
FL-097,Osceola County,Florida,74.5,123,2.9,71.6
FL-099,Palm Beach County,Florida,76.5,124,3.1,73.4
FL-101,Pasco County,Florida,73.7,124,3.3,70.4
FL-103,Pinellas County,Florida,74.9,124,3,71.9
FL-105,Polk County,Florida,74.5,124,3,71.5
FL-107,Putnam County,Florida,72,124,2.9,69.1
FL-109,St. Johns County,Florida,72,124,3.3,68.7
FL-111,St. Lucie County,Florida,75.2,121,2.8,72.4
FL-113,Santa Rosa County,Florida,68.3,122,1.4,66.9
FL-115,Sarasota County,Florida,74.4,121,2.1,72.3
FL-117,Seminole County,Florida,73.9,124,2.7,71.1
FL-119,Sumter County,Florida,72.9,123,2.9,70
FL-121,Suwannee County,Florida,69.3,121,1.8,67.5
FL-123,Taylor County,Florida,70.1,121,2.5,67.6
FL-125,Union County,Florida,69.7,121,1.8,67.9
FL-127,Volusia County,Florida,73.2,124,2.8,70.3
FL-129,Wakulla County,Florida,69.6,120,2.1,67.5
FL-131,Walton County,Florida,68.6,121,2.1,66.5
FL-133,Washington County,Florida,68.7,121,1.9,66.9
GA-001,Appling County,Georgia,67.6,121,1.8,65.9
GA-003,Atkinson County,Georgia,67.6,120,1.6,66
GA-005,Bacon County,Georgia,67.7,121,1.7,65.9
GA-007,Baker County,Georgia,67.9,121,1.7,66.1
GA-009,Baldwin County,Georgia,65.4,121,2,63.3
GA-011,Banks County,Georgia,62,121,1.7,60.4
GA-013,Barrow County,Georgia,62.4,121,1.9,60.5
GA-015,Bartow County,Georgia,61.6,121,1.4,60.2
GA-017,Ben Hill County,Georgia,67.2,121,2.1,65.1
GA-019,Berrien County,Georgia,67.2,121,1.4,65.7
GA-021,Bibb County,Georgia,65.6,121,2.2,63.4
GA-023,Bleckley County,Georgia,66.4,121,1.9,64.4
GA-025,Brantley County,Georgia,68.3,119,2.2,66.1
GA-027,Brooks County,Georgia,67.6,121,1.4,66.2
GA-029,Bryan County,Georgia,68.1,121,2.1,66
GA-031,Bulloch County,Georgia,67.2,121,2.2,65
GA-033,Burke County,Georgia,65.8,121,2.3,63.5
GA-035,Butts County,Georgia,64.4,121,2.6,61.8
GA-037,Calhoun County,Georgia,67.4,121,1.8,65.6
GA-039,Camden County,Georgia,69.3,121,2.4,67
GA-043,Candler County,Georgia,67,121,2,65
GA-045,Carroll County,Georgia,62.4,121,2.6,59.8
GA-047,Catoosa County,Georgia,61.4,121,2.1,59.3
GA-049,Charlton County,Georgia,69.1,119,2.4,66.8
GA-051,Chatham County,Georgia,68.4,121,2.3,66.1
GA-053,Chattahoochee County,Georgia,65.4,121,1.4,64
GA-055,Chattooga County,Georgia,61.4,121,1.4,59.9
GA-057,Cherokee County,Georgia,60.9,121,1.4,59.5
GA-059,Clarke County,Georgia,63,121,2.1,61
GA-061,Clay County,Georgia,66.8,121,1.5,65.3
GA-063,Clayton County,Georgia,63.5,121,2.4,61.1
GA-065,Clinch County,Georgia,68.1,119,1.6,66.5
GA-067,Cobb County,Georgia,62.3,121,2.2,60.1
GA-069,Coffee County,Georgia,67.4,121,1.8,65.6
GA-071,Colquitt County,Georgia,67,121,1.4,65.7
GA-073,Columbia County,Georgia,65,121,2.3,62.8
GA-075,Cook County,Georgia,67.1,121,1.3,65.8
GA-077,Coweta County,Georgia,63.7,121,2.7,61
GA-079,Crawford County,Georgia,65.2,121,2,63.2
GA-081,Crisp County,Georgia,67.1,121,2.6,64.5
GA-083,Dade County,Georgia,60.2,121,1.6,58.5
GA-085,Dawson County,Georgia,59.5,121,1.3,58.2
GA-087,Decatur County,Georgia,68.3,121,1.7,66.6
GA-089,DeKalb County,Georgia,62.9,121,2.4,60.6
GA-091,Dodge County,Georgia,66.7,120,1.9,64.8
GA-093,Dooly County,Georgia,66.7,121,2.5,64.2
GA-095,Dougherty County,Georgia,67.7,121,2,65.8
GA-097,Douglas County,Georgia,62.7,121,2.7,60.1
GA-099,Early County,Georgia,67.7,121,1.6,66
GA-101,Echols County,Georgia,68.1,120,1.4,66.7
GA-103,Effingham County,Georgia,67.4,121,2.3,65.1
GA-105,Elbert County,Georgia,63,121,2.1,60.9
GA-107,Emanuel County,Georgia,66.2,121,1.8,64.4
GA-109,Evans County,Georgia,67.5,121,1.9,65.6
GA-111,Fannin County,Georgia,57.2,121,1.2,56
GA-113,Fayette County,Georgia,63.8,121,2.6,61.2
GA-115,Floyd County,Georgia,61.9,121,1.5,60.4
GA-117,Forsyth County,Georgia,60.8,121,1.5,59.3
GA-119,Franklin County,Georgia,62.1,121,1.6,60.5
GA-121,Fulton County,Georgia,62.8,121,2.5,60.3
GA-123,Gilmer County,Georgia,58,116,1.1,57
GA-125,Glascock County,Georgia,64.6,121,1.8,62.8
GA-127,Glynn County,Georgia,69.1,121,2.1,67
GA-129,Gordon County,Georgia,61.4,121,1.3,60
GA-131,Grady County,Georgia,68.1,123,1.7,66.4
GA-133,Greene County,Georgia,64,121,2.2,61.9
GA-135,Gwinnett County,Georgia,62.1,121,2,60.1
GA-137,Habersham County,Georgia,60,121,1.5,58.4
GA-139,Hall County,Georgia,61.2,121,1.6,59.6
GA-141,Hancock County,Georgia,64.5,121,1.8,62.7
GA-143,Haralson County,Georgia,61.7,121,2.4,59.3
GA-145,Harris County,Georgia,64,121,1.5,62.5
GA-147,Hart County,Georgia,62.4,121,2,60.4
GA-149,Heard County,Georgia,63.1,121,2.3,60.8
GA-151,Henry County,Georgia,63.9,121,2.4,61.5
GA-153,Houston County,Georgia,66.2,121,2.2,64.1
GA-155,Irwin County,Georgia,67.1,121,1.9,65.2
GA-157,Jackson County,Georgia,62.4,121,1.8,60.6
GA-159,Jasper County,Georgia,64.6,121,2.8,61.8
GA-161,Jeff Davis County,Georgia,67.3,121,1.8,65.4
GA-163,Jefferson County,Georgia,65,121,1.8,63.3
GA-165,Jenkins County,Georgia,66.2,121,2.4,63.9
GA-167,Johnson County,Georgia,65.7,121,1.6,64.1
GA-169,Jones County,Georgia,65.2,121,2.4,62.8
GA-171,Lamar County,Georgia,64.4,121,2.3,62
GA-173,Lanier County,Georgia,67.4,120,1.3,66.1
GA-175,Laurens County,Georgia,66.4,120,1.8,64.6
GA-177,Lee County,Georgia,67.3,121,2.2,65.2
GA-179,Liberty County,Georgia,68.3,121,2,66.3
GA-181,Lincoln County,Georgia,63.9,121,1.8,62.1
GA-183,Long County,Georgia,68.2,121,1.9,66.3
GA-185,Lowndes County,Georgia,67.6,121,1.3,66.2
GA-187,Lumpkin County,Georgia,58.8,121,1.4,57.4
GA-189,McDuffie County,Georgia,64.4,121,2.1,62.3
GA-191,McIntosh County,Georgia,68.8,121,2,66.8
GA-193,Macon County,Georgia,66,121,2.1,63.9
GA-195,Madison County,Georgia,62.4,121,1.9,60.5
GA-197,Marion County,Georgia,65.1,121,1.6,63.5
GA-199,Meriwether County,Georgia,63.7,121,2.1,61.6
GA-201,Miller County,Georgia,68,121,1.6,66.3
GA-205,Mitchell County,Georgia,67.7,123,1.7,66.1
GA-207,Monroe County,Georgia,64.8,121,2.4,62.4
GA-209,Montgomery County,Georgia,67,121,1.9,65.2
GA-211,Morgan County,Georgia,64.1,121,2.6,61.6
GA-213,Murray County,Georgia,60.5,121,1.4,59
GA-215,Muscogee County,Georgia,65.2,121,1.4,63.8
GA-217,Newton County,Georgia,63.8,121,2.5,61.3
GA-219,Oconee County,Georgia,63.3,121,2.2,61.2
GA-221,Oglethorpe County,Georgia,63.2,121,2.1,61.1
GA-223,Paulding County,Georgia,62,121,2.2,59.8
GA-225,Peach County,Georgia,65.7,121,2.1,63.5
GA-227,Pickens County,Georgia,59.5,118,1.1,58.4
GA-229,Pierce County,Georgia,68.1,120,2,66.1
GA-231,Pike County,Georgia,64.1,121,2.3,61.9
GA-233,Polk County,Georgia,62.2,121,2.2,60
GA-235,Pulaski County,Georgia,66.7,121,2.1,64.6
GA-237,Putnam County,Georgia,64.8,121,2.5,62.3
GA-239,Quitman County,Georgia,66,120,1.2,64.8
GA-241,Rabun County,Georgia,57.8,121,1.6,56.2
GA-243,Randolph County,Georgia,66.4,121,1.7,64.8
GA-245,Richmond County,Georgia,65.9,121,2.6,63.3
